command_file,module_id,drift_score,cmd_steps,slide_steps,cmd_only_urls,slide_only_urls,cmd_only_installs,slide_only_installs,cmd_only_cmds,slide_only_cmds,cmd_only_paths,slide_only_paths,note
commands/lesson/setup-github.md,module-11,14,4,0,https://github.com | https://github.com/login | https://github.com/login/device | https://github.com/password_reset | https://github.com/signup | https://github.com/{username}/ai-agent-camp | https://github.com/{username}/ai-agent-camp.git,https://docs.github.com/en/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/es/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/ja/actions/security-guides/using-secrets-in-github-actions | https://github.com/OWNER/REPO | https://github.com/OWNER/REPO/settings/secrets/actions | https://hooks.slack.com/services/xxx,,,,,tools/setup_progress.py,,
commands/lesson/start-9-3.md,module-9,14,0,0,https://ai-agent.camp/ja/course/module-9 | https://slack.com/api/auth.test | https://slack.com/api/chat.postMessage | https://slack.com/api/conversations.history?channel=CHANNEL_ID&limit=5 | https://slack.com/api/conversations.list?types=public_channel&limit=20 | https://slack.com/api/conversations.replies?channel=CHANNEL_ID&ts=THREAD_TS | https://slack.com/api/users.info?user=U0XXXXXXX | https://slack.com/api/users.list?limit=100 | https://slack.com/api/users.list?limit=50,https://api.slack.com/changelog | https://docs.slack.dev/ai/slack-mcp-server/#oauth-scopes,,,,,data/slack_thread_for_summary.txt | tools/credential_manager.py,public/private,
commands/lesson/start-4-7.md,module-4,13,0,0,,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,,,,git clone https://github.com/steipete/gogcli.git,data/google-sync/data | data/google-sync/data/calendar | data/google-sync/data/docs | data/google-sync/data/gmail | data/google-sync/scripts/sync_google.py | reports/daily_report_2026-03-14.md | tools/daily_report.sh,data/samples/employee-survey.csv,
commands/lesson/start-9-1.md,module-9,12,0,0,"https://ai-agent.camp/ja/course/module-9 | https://slack.com/api/auth.test | https://slack.com/api/conversations.info?channel=CHANNEL_ID | https://slack.com/api/conversations.list?types=private_channel&limit=5 | https://slack.com/api/conversations.list?types=public_channel&limit=100&cursor=NEXT_CURSOR_VALUE | https://slack.com/api/conversations.list?types=public_channel&limit=20 | https://slack.com/api/conversations.list?types=public_channel,private_channel,mpim,im&limit=50 | https://your-workspace.slack.com/",https://api.slack.com/changelog | https://docs.slack.dev/ai/slack-mcp-server/#oauth-scopes,,,,,tools/credential_manager.py,public/private,
commands/lesson/setup-gogcli.md,module-4,11,5,0,https://brew.sh | https://github.com/steipete/gogcli/releases | https://myaccount.google.com/security,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,brew install gogcli,,,git clone https://github.com/steipete/gogcli.git,tools/setup_progress.py,data/samples/employee-survey.csv,
commands/lesson/start-3-3.md,module-3,11,0,0,https://ai-agent.camp/ja/course/module-3,,,,,,data/screenshots | data/tutorial-samples | data/tutorial-samples/login-screen.png | data/tutorial-samples/purchase-step1.png | data/tutorial-samples/purchase-step2.png | data/tutorial-samples/purchase-step3.png | data/tutorial-samples/purchase-step4.png | data/tutorial-samples/signup-form.png | tools/nanobanana.py,tools/screenshot_analyzer.py,
commands/lesson/start-8-1.md,module-8,11,0,0,https://ai-agent.camp/ja/course/module-8,https://cloud.google.com/bigquery/docs | https://docs.marimo.io/ | https://plotly.com/python/,,,gcloud auth application-default | gcloud auth login | gcloud auth login（メイン認証）,gcloud auth and | gcloud auth y | gcloud auth でGCP認証を設定し、BigQueryの公開データセット（bigquery-public-data.samples）にSQLクエリを実行してレコード件数と先頭10行を確認。/start-8-2,,reports/,
commands/lesson/start-11-3.md,module-11,9,0,0,https://hnrss.org/newest?count=5 | https://techcrunch.com/feed/,https://docs.github.com/en/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/es/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/ja/actions/security-guides/using-secrets-in-github-actions | https://github.com/OWNER/REPO | https://github.com/OWNER/REPO/settings/secrets/actions | https://hooks.slack.com/services/xxx,,,,,tools/fetch_news.py,,
commands/lesson/start-18-11.md,module-18,9,0,0,https://ai-agent.camp/ja/course/module-18 | https://developers.notion.com/ | https://developers.notion.com/reference/database | https://developers.notion.com/reference/post-database-query | https://notion.so/[32文字のID | https://notion.so/abc123def456 | https://notion.so/{DATABASE_ID} | https://www.notion.so | https://www.notion.so/settings/integrations,,,,,,,,
commands/lesson/setup-elevenlabs.md,module-15,8,5,0,https://api.elevenlabs.io/v1/models | https://elevenlabs.io | https://elevenlabs.io/app/settings/api-keys | https://elevenlabs.io/app/subscription | https://elevenlabs.io/app/voice-library,,,,,,tools/setup_progress.py,data/analysis.md | data/frames,
commands/lesson/setup-remotion.md,module-15,8,5,0,http://localhost:3000 | https://nodejs.org,,npm install --legacy-peer-deps,,,,src/index.ts | tools/setup_progress.py,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-13-5.md,module-13,8,0,0,https://ai-agent.camp/ja/course | https://ai-agent.camp/ja/course/module-13 | https://cdn.tailwindcss.com | https://my-lp-xxxxx.vercel.app | https://my-lp.vercel.app | https://vercel.com/account/tokens | https://vercel.com/signup,https://vercel.com/docs/cli,,,,,,,
commands/lesson/start-8-2.md,module-8,8,0,0,https://ai-agent.camp/ja/course/module-8,https://cloud.google.com/bigquery/docs | https://docs.marimo.io/ | https://plotly.com/python/,,,,gcloud auth and | gcloud auth y | gcloud auth でGCP認証を設定し、BigQueryの公開データセット（bigquery-public-data.samples）にSQLクエリを実行してレコード件数と先頭10行を確認。/start-8-2,,reports/,
commands/lesson/start-8-3.md,module-8,8,0,0,https://ai-agent.camp/ja/course/module-8,https://cloud.google.com/bigquery/docs | https://docs.marimo.io/ | https://plotly.com/python/,,,,gcloud auth and | gcloud auth y | gcloud auth でGCP認証を設定し、BigQueryの公開データセット（bigquery-public-data.samples）にSQLクエリを実行してレコード件数と先頭10行を確認。/start-8-2,,reports/,
commands/lesson/start-8-4.md,module-8,8,0,0,https://ai-agent.camp/ja/course/module-8,https://cloud.google.com/bigquery/docs | https://docs.marimo.io/ | https://plotly.com/python/,,,,gcloud auth and | gcloud auth y | gcloud auth でGCP認証を設定し、BigQueryの公開データセット（bigquery-public-data.samples）にSQLクエリを実行してレコード件数と先頭10行を確認。/start-8-2,,reports/,
commands/lesson/setup-fal.md,module-15,7,5,0,https://fal.ai | https://fal.ai/dashboard | https://fal.ai/dashboard/keys,,,,,,tools/scripts/setup.sh | tools/setup_progress.py,data/analysis.md | data/frames,
commands/lesson/setup-slack.md,module-9,7,6,0,https://slack.com/api/auth.test | https://slack.com/create,https://api.slack.com/changelog | https://docs.slack.dev/ai/slack-mcp-server/#oauth-scopes,,,,,tools/credential_manager.py | tools/setup_progress.py,public/private,
commands/lesson/start-11-1.md,module-11,7,0,0,https://ai-agent.camp/ja/course/module-11,https://docs.github.com/en/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/es/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/ja/actions/security-guides/using-secrets-in-github-actions | https://github.com/OWNER/REPO | https://github.com/OWNER/REPO/settings/secrets/actions | https://hooks.slack.com/services/xxx,,,,,,,
commands/lesson/start-11-2.md,module-11,7,0,0,https://ai-agent.camp/ja/course/module-11,https://docs.github.com/en/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/es/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/ja/actions/security-guides/using-secrets-in-github-actions | https://github.com/OWNER/REPO | https://github.com/OWNER/REPO/settings/secrets/actions | https://hooks.slack.com/services/xxx,,,,,,,
commands/lesson/start-11-5.md,module-11,7,0,0,,https://docs.github.com/en/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/es/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/ja/actions/security-guides/using-secrets-in-github-actions | https://github.com/OWNER/REPO | https://github.com/OWNER/REPO/settings/secrets/actions | https://hooks.slack.com/services/xxx,,,,,tools/build_site.py,,
commands/lesson/start-15-1.md,module-15,7,0,0,https://ai-agent.camp/ja/course/module-15 | https://ffmpeg.org/download.html,,,,,,data/videos | data/videos/module15-lesson1-sample.mp4 | data/videos/module7-lesson1-frame-lab-sample.mp4,data/analysis.md | tools/credential_manager.py,
commands/lesson/start-15-2.md,module-15,7,7,0,https://ai-agent.camp/ja/course/module-15,,,,,,src/components/scenes/CinematicTextHook.tsx | src/components/scenes/SlideShootText.tsx | src/index.ts,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-4-1.md,module-4,7,0,0,https://github.com/steipete/gogcli/releases,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,,,,git clone https://github.com/steipete/gogcli.git,,data/samples/employee-survey.csv,
commands/lesson/start-4-5.md,module-4,7,0,0,https://drive.google.com/drive/folders/,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,,,,git clone https://github.com/steipete/gogcli.git,,data/samples/employee-survey.csv,
commands/lesson/start-4-6.md,module-4,7,0,0,https://docs.google.com/spreadsheets/d/,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,,,,git clone https://github.com/steipete/gogcli.git,,data/samples/employee-survey.csv,
commands/lesson/setup-clasp.md,module-10,6,6,0,https://nodejs.org/ | https://nodejs.org/\n\n | https://script.google.com/home/usersettings,https://news.google.com/rss,npm install -g,,,,tools/setup_progress.py,,
commands/lesson/start-11-4.md,module-11,6,0,0,,https://docs.github.com/en/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/es/actions/security-guides/using-secrets-in-github-actions | https://docs.github.com/ja/actions/security-guides/using-secrets-in-github-actions | https://github.com/OWNER/REPO | https://github.com/OWNER/REPO/settings/secrets/actions | https://hooks.slack.com/services/xxx,,,,,,,
commands/lesson/start-15-4.md,module-15,6,5,0,https://www.youtube.com/watch?v=YOUR_VIDEO_ID,,,,,,tools/ugc/clipper_marketing_pipeline.py | tools/ugc/remotion_render.py,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-18-12.md,module-18,6,0,0,https://ai-agent.camp/ja/course/module-18 | https://m3.material.io/ | https://pencil.dev/docs | https://tailwindui.com/ | https://www.designsystems.com/ | https://www.w3.org/WAI/WCAG21/quickref/,,,,,,,,
commands/lesson/start-18-13.md,module-18,6,0,0,https://ai-agent.camp/ja/course/module-18 | https://cdn.tailwindcss.com | https://css-tricks.com/ | https://developer.mozilla.org/ja/docs/Glossary/Semantics | https://tailwindcss.com/docs | https://www.w3.org/WAI/fundamentals/accessibility-intro/ja,,,,,,,,
commands/lesson/start-2-1.md,module-2,6,0,0,https://ai-agent.camp/ja/course/module-2,https://app.diagrams.net/ | https://mermaid.js.org/intro/ | https://plantuml.com/ | https://www.plantuml.com/plantuml/uml/,,,,,,tools/generate_diagram.py,
commands/lesson/start-2-2.md,module-2,6,0,0,https://ai-agent.camp/ja/course/module-2,https://app.diagrams.net/ | https://mermaid.js.org/intro/ | https://plantuml.com/ | https://www.plantuml.com/plantuml/uml/,,,,,,tools/generate_diagram.py,
commands/lesson/start-2-3.md,module-2,6,0,0,https://ai-agent.camp/ja/course/module-2,https://app.diagrams.net/ | https://mermaid.js.org/intro/ | https://plantuml.com/ | https://www.plantuml.com/plantuml/uml/,,,,,,tools/generate_diagram.py,
commands/lesson/start-3-5.md,module-3,6,0,0,https://ai-agent.camp/ja/course/module-3,,,,,,data/screenshots/dashboard.png | data/tutorial-samples/data-input.png | data/tutorial-samples/login.png | data/tutorial-samples/report.png,tools/screenshot_analyzer.py,
commands/lesson/start-4-2.md,module-4,6,0,0,,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,,,,git clone https://github.com/steipete/gogcli.git,,data/samples/employee-survey.csv,
commands/lesson/start-4-3.md,module-4,6,0,0,,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,,,,git clone https://github.com/steipete/gogcli.git,,data/samples/employee-survey.csv,
commands/lesson/start-4-4.md,module-4,6,0,0,,https://docs.google.com/spreadsheets/d/1b0kDv1XhR9HBkKq7Tk3VYf87K9Va1vKiSdV9HJ4ETOQ/edit?gid=332194862#gid=332194862 | https://drive.google.com/file/d/1J1bYEV9Qqer2w6qMoWyH6r1FtolONtfo/view | https://github.com/steipete/gogcli | https://github.com/steipete/gogcli.git,,,,git clone https://github.com/steipete/gogcli.git,,data/samples/employee-survey.csv,
commands/lesson/setup-gemini.md,module-1,5,4,0,https://aistudio.google.com/apikey,,,,,,tools/credential_manager.py | tools/setup_progress.py,tools/banner_creator.py | tools/nanobanana.py,
commands/lesson/setup-pencil.md,module-13,5,5,0,http://localhost:13742/sse | https://pencil.evolves.dev | https://pencil.evolves.dev/download,https://vercel.com/docs/cli,,,,,tools/setup_progress.py,,
commands/lesson/setup-typefully.md,module-17,5,5,0,https://api.typefully.com/v2/me | https://typefully.com | https://typefully.com/settings/api,,,,,,tools/credential_manager.py | tools/setup_progress.py,,
commands/lesson/setup-vercel.md,module-13,5,5,0,https://vercel.com/account/tokens | https://vercel.com/signup,https://vercel.com/docs/cli,,,,,tools/credential_manager.py | tools/setup_progress.py,,
commands/lesson/start-10-2.md,module-10,5,0,0,https://ai-agent.camp/ja/course/module-10 | https://script.google.com/home/usersettings | https://www.googleapis.com/auth/calendar | https://www.googleapis.com/auth/script.external_request,https://news.google.com/rss,,,,,,,
commands/lesson/start-15-3.md,module-15,5,5,0,https://ffmpeg.org/download.html | https://www.youtube.com/watch?v=YOUR_VIDEO_ID,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-15-8.md,module-15,5,6,0,https://ai-agent.camp/ja/course/module-1 | https://ai-agent.camp/ja/course/module-15,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-16-6.md,module-16,5,0,0,https://ai-agent.camp/ja/course/module-16 | https://resend.com,http://www.w3.org/2000/svg,npm install -g resend-cli,,,,tools/lesson_progress.py,,
commands/lesson/start-18-14.md,module-18,5,0,0,http://localhost:8080 | https://ai-agent.camp/ja/course/module-18 | https://playwright.dev/ | https://playwright.dev/docs/api/class-test | https://playwright.dev/docs/best-practices,,,,,,,,
commands/lesson/start-18-9.md,module-18,5,0,0,http://localhost:8000/v1 | https://ai-agent.camp/ja/course/module-18 | https://raw.githubusercontent.com/awslabs/aws-icons-for-plantuml/v18.0/dist | https://www.swagger.io/tools/swagger-editor/,,,,,,tools/swagger-editor,,
commands/lesson/start-3-1.md,module-3,5,0,0,https://ai-agent.camp/ja/course/module-3,,,,,,data/screenshots | data/screenshots/error-screenshot.png | data/screenshots/ui-issue.png,tools/screenshot_analyzer.py,
commands/lesson/start-3-4.md,module-3,5,0,0,https://ai-agent.camp/ja/course/module-3,,,,,,data/screenshots/dashboard.png | data/screenshots/menu-operation.png | data/screenshots/search-form.png,tools/screenshot_analyzer.py,
commands/lesson/start-6-5.md,module-6,5,0,0,http://localhost:8000 | https://ai-agent.camp/ja/course | https://ai-agent.camp/ja/course/module-6,,,,git clone <repository-url>,,src/main.py,,
commands/lesson/setup-notion.md,module-12,4,7,0,https://nodejs.org/ | https://www.notion.so/my-integrations | https://www.notion.so/signup,,,,,,tools/setup_progress.py,,
commands/lesson/setup-x-api.md,module-17,4,5,0,https://api.x.com/2/tweets/search/recent | https://developer.x.com/en/portal/dashboard,,,,,,tools/credential_manager.py | tools/setup_progress.py,,
commands/lesson/start-10-4.md,module-10,4,0,0,https://www.googleapis.com/auth/gmail.readonly | https://www.googleapis.com/auth/script.scriptapp | https://www.googleapis.com/auth/spreadsheets,https://news.google.com/rss,,,,,,,
commands/lesson/start-13-4.md,module-13,4,0,0,http://localhost:3000 | https://ai-agent.camp/ja/course/module-13 | https://cdn.tailwindcss.com,https://vercel.com/docs/cli,,,,,,,
commands/lesson/start-14-4.md,module-14,4,0,0,https://ai-agent.camp/ja/course/module-14,,,,,,tools/generate_diagram.py | tools/nanobanana.py,data/articles/,
commands/lesson/start-15-5.md,module-15,4,4,0,https://ai-agent.camp/ja/course/module-15,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-15-6.md,module-15,4,6,0,https://ai-agent.camp/ja/course/module-15,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-15-7.md,module-15,4,5,0,https://ai-agent.camp/ja/course/module-15,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-15-9.md,module-15,4,6,0,https://ai-agent.camp/ja/course/module-15,,,,,,,data/analysis.md | data/frames | tools/credential_manager.py,
commands/lesson/start-16-1.md,module-16,4,0,0,https://ai-agent.camp/ja/course/module-16,http://www.w3.org/2000/svg,brew install gogcli,,,,data/google-sync/data,,
